user_id,email,created_at,country,signup_source,age,device_type
u_00546,user546@example.com,16-06-2024 00:00,UK,mobile,38,mobile
u_00149,user149@example.com,22/03/2024,UK,referral,31,desktop
u_00400,user400@example.com,2026/01/18 00:00:00,UK,mobile,67,desktop
u_00796,user796@example.com,2026/01/21 00:00:00,FR,mobile,36,tablet
u_00445,user445@example.com,2024-12-13,FR,web,36,tablet
u_00213,user213@example.com,2025-08-08 00:00,FR,web,49,mobile
u_00797,user797@example.com,05/01/2025,FR,web,45,desktop
u_00767,user767@example.com,07/06/2024,FR,web,29,desktop
u_00644,user644@example.com,2025-07-12T00:00:00Z,FR,web,59,desktop
u_00317,user317@example.com,18/07/2025,UK,web,31,mobile
u_00442,user442@example.com,2025/05/24 00:00:00,FR,web,63,mobile
u_00364,user364@example.com,2025/08/25 00:00:00,FR,web,61,desktop
u_00580,user580@example.com,2024/03/24 00:00:00,FR,web,44,tablet
u_00564,user564@example.com,05-01-2026 00:00,IT,web,62,desktop
u_00676,user676@example.com,2026/02/20 00:00:00,UK,web,45,desktop
u_00180,user180@example.com,26-12-2025 00:00,DE,web,49,desktop
u_00440,user440@example.com,2025-09-29T00:00:00Z,IT,web,64,mobile
u_00465,user465@example.com,2025-06-10 00:00,UK,mobile,61,desktop
u_00643,user643@example.com,2024-03-25,FR,web,65,desktop
u_00127,user127@example.com,2025-02-07,FR,web,38,desktop
u_00335,user335@example.com,29/05/2024,FR,partner,55,mobile
u_00690,user690@example.com,07-06-2024 00:00,UK,web,36,desktop
u_00330,user330@example.com,11-09-2025 00:00,FR,partner,49,desktop
u_00765,user765@example.com,2024-06-16 00:00,NL,mobile,22,mobile
u_00724,user724@example.com,2024/02/16 00:00:00,NL,mobile,65,desktop
u_00756,user756@example.com,16-06-2025 00:00,FR,mobile,44,mobile
u_00262,user262@example.com,2024/12/12 00:00:00,ES,mobile,50,tablet
u_00397,user397@example.com,2024-05-15,ES,web,66,desktop
u_00061,user61@example.com,2025-12-24,IT,mobile,21,desktop
u_00557,user557@example.com,27/01/2026,FR,web,54,desktop
u_00495,user495@example.com,2025-07-27 00:00,DE,web,65,mobile
u_00350,user350@example.com,2025-02-22T00:00:00Z,FR,referral,46,mobile
u_00541,user541@example.com,2025-07-25,NL,web,33,mobile
u_00522,user522@example.com,09-12-2024 00:00,UK,web,61,desktop
u_00663,user663@example.com,2025-09-30 00:00,FR,web,54,desktop
u_00479,user479@example.com,26/12/2024,IT,referral,37,desktop
u_00418,user418@example.com,2026/02/02 00:00:00,DE,mobile,52,desktop
u_00434,user434@example.com,2024-03-01T00:00:00Z,ES,mobile,28,desktop
u_00602,user602@example.com,2024-02-25T00:00:00Z,DE,web,53,tablet
u_00370,user370@example.com,2026/02/13 00:00:00,ES,web,18,desktop
u_00139,user139@example.com,2025-10-08,DE,referral,33,desktop
u_00237,user237@example.com,2024-04-27 00:00,UK,web,65,desktop
u_00662,user662@example.com,2025-04-27T00:00:00Z,ES,mobile,18,tablet
u_00268,user268@example.com,2024/04/23 00:00:00,FR,mobile,18,desktop
u_00073,user73@example.com,2024-02-25,ES,partner,21,mobile
u_00072,user72@example.com,03-11-2024 00:00,UK,web,67,mobile
u_00356,user356@example.com,2024-09-09T00:00:00Z,UK,web,62,tablet
u_00462,user462@example.com,07-07-2024 00:00,FR,web,22,desktop
u_00759,user759@example.com,2026-03-08 00:00,FR,mobile,45,tablet
u_00353,user353@example.com,01/11/2025,UK,web,31,mobile
u_00421,user421@example.com,2025-09-10,IT,web,33,mobile
u_00245,user245@example.com,30/04/2024,UK,web,60,desktop
u_00704,user704@example.com,2024-12-09T00:00:00Z,ES,web,55,desktop
u_00441,user441@example.com,2025-05-20 00:00,ES,referral,36,desktop
u_00038,user38@example.com,2025-04-20T00:00:00Z,UK,partner,21,mobile
u_00608,user608@example.com,2024-07-30T00:00:00Z,FR,web,60,desktop
u_00480,user480@example.com,09-11-2024 00:00,UK,mobile,28,desktop
u_00024,user24@example.com,30-04-2024 00:00,ES,mobile,68,desktop
u_00572,user572@example.com,2025-07-25T00:00:00Z,ES,partner,56,desktop
u_00085,user85@example.com,2025-01-22,FR,web,18,desktop
u_00332,user332@example.com,2025-01-23T00:00:00Z,FR,web,38,mobile
u_00214,user214@example.com,2024/02/13 00:00:00,DE,partner,66,desktop
u_00438,user438@example.com,17-07-2025 00:00,UK,web,60,desktop
u_00225,user225@example.com,2025-02-13 00:00,FR,mobile,63,mobile
u_00519,user519@example.com,2025-02-23 00:00,FR,mobile,57,desktop
u_00420,user420@example.com,07-08-2024 00:00,NL,web,36,desktop
u_00781,user781@example.com,2025-08-15,FR,referral,46,mobile
u_00134,user134@example.com,2025-05-10T00:00:00Z,FR,mobile,61,desktop
u_00761,user761@example.com,17/11/2024,IT,partner,42,mobile
u_00647,user647@example.com,06/07/2024,FR,referral,52,desktop
u_00251,user251@example.com,21/11/2025,IT,mobile,40,desktop
u_00267,user267@example.com,2024-09-03 00:00,FR,web,45,tablet
u_00760,user760@example.com,2025/02/21 00:00:00,UK,referral,25,desktop
u_00735,user735@example.com,2026-02-13 00:00,FR,web,22,desktop
u_00525,user525@example.com,2025-12-16 00:00,FR,web,65,desktop
u_00248,user248@example.com,2024-10-08T00:00:00Z,UK,mobile,50,mobile
u_00166,user166@example.com,2025/01/17 00:00:00,UK,web,23,desktop
u_00615,user615@example.com,2024-09-09 00:00,FR,web,34,mobile
u_00300,user300@example.com,29-04-2024 00:00,IT,web,33,desktop
u_00280,user280@example.com,2026/03/29 00:00:00,ES,web,44,mobile
u_00296,user296@example.com,2024-06-30T00:00:00Z,ES,web,26,desktop
u_00513,user513@example.com,2025-03-30 00:00,FR,mobile,28,desktop
u_00757,user757@example.com,2024-09-19,FR,referral,23,desktop
u_00355,user355@example.com,2024-10-04,UK,web,59,mobile
u_00197,user197@example.com,04/05/2024,UK,mobile,56,mobile
u_00681,user681@example.com,2026-03-25 00:00,FR,web,69,desktop
u_00768,user768@example.com,18-11-2025 00:00,FR,web,36,desktop
u_00750,user750@example.com,05-10-2024 00:00,ES,web,57,desktop
u_00449,user449@example.com,17/11/2025,FR,referral,64,desktop
u_00542,user542@example.com,2026-03-25T00:00:00Z,UK,referral,49,desktop
u_00448,user448@example.com,2024/12/31 00:00:00,UK,web,66,desktop
u_00779,user779@example.com,27/12/2024,DE,partner,41,desktop
u_00671,user671@example.com,22/02/2025,FR,referral,48,mobile
u_00074,user74@example.com,2024-10-28T00:00:00Z,FR,web,48,desktop
u_00531,user531@example.com,2026-02-09 00:00,IT,mobile,47,desktop
u_00452,user452@example.com,2025-12-14T00:00:00Z,ES,web,39,desktop
u_00301,user301@example.com,2024-03-15,DE,web,46,mobile
u_00310,user310@example.com,2025/02/12 00:00:00,FR,web,32,mobile
u_00020,user20@example.com,2025-11-24T00:00:00Z,IT,web,66,desktop
u_00611,user611@example.com,18/02/2026,UK,referral,19,tablet
u_00788,user788@example.com,2024-09-18T00:00:00Z,FR,mobile,69,desktop
u_00427,user427@example.com,2025-04-09,FR,web,34,mobile
u_00595,user595@example.com,2025-07-21,FR,referral,46,mobile
u_00501,user501@example.com,2025-10-22 00:00,DE,web,21,mobile
u_00043,user43@example.com,2024-10-08,IT,web,23,desktop
u_00200,user200@example.com,2025-05-02T00:00:00Z,FR,web,43,mobile
u_00124,user124@example.com,2025/02/06 00:00:00,UK,mobile,53,mobile
u_00195,user195@example.com,2025-05-16 00:00,FR,referral,51,mobile
u_00407,user407@example.com,23/08/2025,FR,mobile,54,desktop
u_00135,user135@example.com,2024-10-27 00:00,UK,mobile,37,mobile
u_00568,user568@example.com,2024/07/14 00:00:00,FR,web,48,desktop
u_00053,user53@example.com,20/02/2026,DE,referral,23,desktop
u_00105,user105@example.com,2025-07-29 00:00,DE,partner,27,desktop
u_00004,user4@example.com,2025/03/05 00:00:00,IT,mobile,59,mobile
u_00160,user160@example.com,2026/04/07 00:00:00,DE,web,67,mobile
u_00289,user289@example.com,2024-10-17,UK,web,25,mobile
u_00082,user82@example.com,2024/07/09 00:00:00,UK,mobile,69,mobile
u_00391,user391@example.com,2026-02-26,IT,web,56,desktop
u_00204,user204@example.com,14-03-2024 00:00,FR,web,53,mobile
u_00130,user130@example.com,2025/05/06 00:00:00,UK,mobile,29,desktop
u_00209,user209@example.com,13/03/2025,FR,mobile,55,desktop
u_00734,user734@example.com,2026-01-20T00:00:00Z,UK,mobile,41,desktop
u_00640,user640@example.com,2025/08/30 00:00:00,ES,partner,46,desktop
u_00739,user739@example.com,2024-06-27,UK,referral,60,mobile
u_00439,user439@example.com,2025-04-20,DE,web,65,mobile
u_00600,user600@example.com,21-11-2025 00:00,IT,web,63,mobile
u_00270,user270@example.com,14-10-2024 00:00,FR,web,67,mobile
u_00444,user444@example.com,14-08-2024 00:00,FR,web,67,mobile
u_00274,user274@example.com,2025/07/21 00:00:00,UK,referral,58,tablet
u_00533,user533@example.com,28/03/2024,UK,web,38,tablet
u_00286,user286@example.com,2024/06/16 00:00:00,UK,mobile,35,desktop
u_00109,user109@example.com,2025-01-28,FR,web,59,mobile
u_00034,user34@example.com,2025/08/22 00:00:00,UK,mobile,30,mobile
u_00133,user133@example.com,2024-05-25,UK,web,64,mobile
u_00256,user256@example.com,2024/12/17 00:00:00,DE,mobile,64,tablet
u_00229,user229@example.com,2026-01-02,IT,mobile,54,mobile
u_00527,user527@example.com,25/11/2025,NL,web,47,desktop
u_00067,user67@example.com,2025-10-26,UK,referral,42,mobile
u_00150,user150@example.com,02-01-2026 00:00,FR,web,37,desktop
u_00132,user132@example.com,28-12-2025 00:00,NL,web,56,desktop
u_00621,user621@example.com,2025-08-23 00:00,DE,mobile,59,desktop
u_00619,user619@example.com,2026-03-19,FR,referral,47,tablet
u_00231,user231@example.com,2025-07-14 00:00,FR,mobile,34,desktop
u_00782,user782@example.com,2025-11-01T00:00:00Z,NL,web,61,desktop
u_00601,user601@example.com,2024-03-08,UK,web,62,desktop
u_00406,user406@example.com,2025/09/21 00:00:00,ES,web,41,mobile
u_00098,user98@example.com,2024-07-25T00:00:00Z,FR,web,48,mobile
u_00478,user478@example.com,2025/11/09 00:00:00,UK,web,60,desktop
u_00791,user791@example.com,31/07/2024,FR,web,22,mobile
u_00185,user185@example.com,01/01/2025,DE,web,28,desktop
u_00618,user618@example.com,07-11-2025 00:00,FR,mobile,26,mobile
u_00714,user714@example.com,10-02-2026 00:00,ES,mobile,63,desktop
u_00698,user698@example.com,2024-05-12T00:00:00Z,UK,mobile,43,desktop
u_00154,user154@example.com,2025/08/28 00:00:00,UK,web,25,mobile
u_00164,user164@example.com,2026-01-22T00:00:00Z,FR,web,30,desktop
u_00380,user380@example.com,2024-11-29T00:00:00Z,DE,web,38,desktop
u_00046,user46@example.com,2026/02/23 00:00:00,DE,referral,57,desktop
u_00431,user431@example.com,28/04/2024,NL,web,25,desktop
u_00657,user657@example.com,2024-11-18 00:00,ES,web,26,mobile
u_00121,user121@example.com,2024-02-04,UK,web,68,desktop
u_00297,user297@example.com,2026-03-21 00:00,NL,web,50,mobile
u_00090,user90@example.com,20-10-2025 00:00,UK,mobile,43,desktop
u_00534,user534@example.com,11-05-2025 00:00,IT,partner,64,mobile
u_00108,user108@example.com,22-07-2025 00:00,FR,web,59,desktop
u_00426,user426@example.com,29-07-2024 00:00,DE,referral,43,desktop
u_00605,user605@example.com,23/02/2026,NL,web,19,desktop
u_00405,user405@example.com,2025-03-25 00:00,NL,web,45,desktop
u_00417,user417@example.com,2025-07-13 00:00,FR,web,58,desktop
u_00361,user361@example.com,2025-11-17,NL,web,37,mobile
u_00036,user36@example.com,10-12-2024 00:00,FR,mobile,45,desktop
u_00569,user569@example.com,13/06/2024,UK,web,52,desktop
u_00587,user587@example.com,26/05/2025,FR,mobile,30,mobile
u_00360,user360@example.com,29-04-2024 00:00,UK,mobile,66,mobile
u_00630,user630@example.com,07-04-2025 00:00,DE,web,62,mobile
u_00008,user8@example.com,2024-12-11T00:00:00Z,DE,web,64,desktop
u_00486,user486@example.com,27-07-2024 00:00,UK,referral,47,desktop
u_00342,user342@example.com,24-03-2025 00:00,NL,mobile,18,desktop
u_00041,user41@example.com,06/08/2024,UK,web,57,mobile
u_00141,user141@example.com,2024-08-08 00:00,UK,web,55,desktop
u_00473,user473@example.com,03/09/2024,FR,web,30,desktop
u_00762,user762@example.com,10-03-2024 00:00,FR,mobile,24,desktop
u_00457,user457@example.com,2026-04-04,NL,mobile,21,tablet
u_00424,user424@example.com,2024/04/17 00:00:00,FR,mobile,60,desktop
u_00754,user754@example.com,2024/05/05 00:00:00,UK,web,51,desktop
u_00144,user144@example.com,02-04-2025 00:00,UK,web,62,tablet
u_00284,user284@example.com,2025-10-09T00:00:00Z,FR,referral,40,mobile
u_00307,user307@example.com,2025-03-24,UK,web,57,desktop
u_00122,user122@example.com,2025-05-07T00:00:00Z,IT,referral,63,desktop
u_00276,user276@example.com,28-01-2026 00:00,UK,web,37,mobile
u_00118,user118@example.com,2024/08/10 00:00:00,IT,web,32,mobile
u_00151,user151@example.com,2024-04-24,ES,web,35,mobile
u_00369,user369@example.com,2025-11-03 00:00,FR,referral,36,desktop
u_00687,user687@example.com,2026-02-09 00:00,UK,partner,29,mobile
u_00100,user100@example.com,2025/06/07 00:00:00,NL,web,48,mobile
u_00290,user290@example.com,2025-08-21T00:00:00Z,FR,web,45,desktop
u_00387,user387@example.com,2024-03-28 00:00,IT,web,62,desktop
u_00503,user503@example.com,08/03/2025,NL,mobile,27,mobile
u_00725,user725@example.com,04/03/2024,FR,mobile,49,desktop
u_00579,user579@example.com,2024-06-29 00:00,ES,mobile,43,desktop
u_00125,user125@example.com,16/10/2025,FR,web,35,desktop
u_00799,user799@example.com,2025-01-02,DE,referral,57,desktop
u_00347,user347@example.com,08/09/2025,NL,mobile,42,desktop
u_00582,user582@example.com,29-04-2024 00:00,UK,web,67,tablet
u_00677,user677@example.com,09/02/2026,NL,web,31,mobile
u_00142,user142@example.com,2024/11/20 00:00:00,UK,referral,41,desktop
u_00577,user577@example.com,2024-08-12,ES,mobile,26,desktop
u_00167,user167@example.com,31/07/2025,ES,partner,29,tablet
u_00022,user22@example.com,2026/03/02 00:00:00,FR,mobile,53,desktop
u_00343,user343@example.com,2025-10-28,DE,referral,52,desktop
u_00672,user672@example.com,30-07-2024 00:00,UK,web,41,mobile
u_00311,user311@example.com,30/10/2025,UK,web,46,desktop
u_00050,user50@example.com,2024-02-03T00:00:00Z,FR,partner,64,mobile
u_00393,user393@example.com,2024-06-09 00:00,UK,referral,43,desktop
u_00603,user603@example.com,2025-10-10 00:00,ES,partner,53,mobile
u_00526,user526@example.com,2025/09/21 00:00:00,UK,referral,38,desktop
u_00433,user433@example.com,2024-07-23,IT,web,33,desktop
u_00051,user51@example.com,2024-03-16 00:00,FR,web,66,desktop
u_00371,user371@example.com,12/08/2024,DE,web,49,desktop
u_00790,user790@example.com,2024/10/30 00:00:00,UK,web,62,desktop
u_00642,user642@example.com,27-11-2025 00:00,DE,web,44,desktop
u_00425,user425@example.com,08/03/2025,UK,web,45,desktop
u_00313,user313@example.com,2024-09-27,FR,mobile,69,mobile
u_00330,user330@example.com,11-09-2025 00:00,FR,partner,49,desktop
u_00027,user27@example.com,2025-05-04 00:00,UK,mobile,28,desktop
u_00437,user437@example.com,22/12/2024,FR,web,47,tablet
u_00254,user254@example.com,2024-09-30T00:00:00Z,FR,web,65,mobile
u_00695,user695@example.com,12/02/2026,ES,web,58,desktop
u_00372,user372@example.com,24-09-2025 00:00,FR,mobile,41,tablet
u_00384,user384@example.com,11-06-2024 00:00,UK,web,64,desktop
u_00683,user683@example.com,11/12/2024,FR,mobile,33,desktop
u_00583,user583@example.com,2025-11-21,FR,web,38,mobile
u_00273,user273@example.com,2024-08-18 00:00,FR,web,27,tablet
u_00331,user331@example.com,2024-03-18,DE,partner,34,mobile
u_00241,user241@example.com,2024-07-16,ES,web,36,desktop
u_00054,user54@example.com,27-03-2025 00:00,IT,referral,21,desktop
u_00748,user748@example.com,2024/01/31 00:00:00,UK,mobile,20,mobile
u_00294,user294@example.com,19-07-2025 00:00,FR,web,68,desktop
u_00350,user350@example.com,2025-02-22T00:00:00Z,FR,referral,46,mobile
u_00233,user233@example.com,10/06/2024,NL,web,36,desktop
u_00156,user156@example.com,17-05-2025 00:00,IT,referral,28,mobile
u_00279,user279@example.com,2024-10-23 00:00,ES,mobile,59,desktop
u_00783,user783@example.com,2024-12-01 00:00,UK,web,54,desktop
u_00383,user383@example.com,17/03/2024,DE,web,51,mobile
u_00505,user505@example.com,2024-06-08,UK,referral,30,mobile
u_00348,user348@example.com,15-03-2024 00:00,FR,referral,60,mobile
u_00522,user522@example.com,09-12-2024 00:00,UK,web,61,desktop
u_00274,user274@example.com,2025/07/21 00:00:00,UK,referral,58,tablet
u_00063,user63@example.com,2024-05-11 00:00,UK,mobile,64,mobile
u_00737,user737@example.com,24/01/2025,FR,mobile,20,mobile
u_00642,user642@example.com,27-11-2025 00:00,DE,web,44,desktop
u_00385,user385@example.com,2025-12-15,UK,web,58,mobile
u_00489,user489@example.com,2025-05-27 00:00,UK,web,31,mobile
u_00538,user538@example.com,2024/08/23 00:00:00,FR,mobile,47,mobile
u_00743,user743@example.com,21/10/2024,ES,web,33,mobile
u_00675,user675@example.com,2025-01-07 00:00,UK,web,20,mobile
u_00112,user112@example.com,2024/03/07 00:00:00,FR,referral,45,desktop
u_00766,user766@example.com,2025/03/05 00:00:00,FR,web,51,mobile
u_00679,user679@example.com,2026-03-07,FR,web,22,mobile
u_00613,user613@example.com,2024-12-24,NL,referral,44,mobile
u_00629,user629@example.com,04/04/2026,UK,mobile,19,desktop
u_00715,user715@example.com,2024-05-17,DE,referral,44,desktop
u_00511,user511@example.com,2024-05-07,FR,web,65,desktop
u_00362,user362@example.com,2024-11-26T00:00:00Z,FR,mobile,19,desktop
u_00514,user514@example.com,2024/11/23 00:00:00,FR,web,38,mobile
u_00198,user198@example.com,19-11-2024 00:00,ES,web,60,desktop
u_00588,user588@example.com,16-02-2024 00:00,FR,web,69,mobile
u_00069,user69@example.com,2024-08-01 00:00,FR,web,65,desktop
u_00467,user467@example.com,01/06/2025,IT,web,46,desktop
u_00556,user556@example.com,2024/11/29 00:00:00,FR,web,60,mobile
u_00699,user699@example.com,2025-08-11 00:00,IT,web,69,desktop
u_00188,user188@example.com,2024-11-29T00:00:00Z,FR,web,66,mobile
u_00476,user476@example.com,2026-04-03T00:00:00Z,FR,web,28,desktop
u_00386,user386@example.com,2025-07-31T00:00:00Z,NL,referral,51,mobile
u_00314,user314@example.com,2025-12-01T00:00:00Z,UK,referral,19,desktop
u_00344,user344@example.com,2024-10-27T00:00:00Z,UK,referral,46,desktop
u_00345,user345@example.com,2025-09-14 00:00,DE,web,51,mobile
u_00195,user195@example.com,2025-05-16 00:00,FR,referral,51,mobile
u_00773,user773@example.com,08/03/2024,UK,mobile,30,desktop
u_00584,user584@example.com,2024-03-26T00:00:00Z,UK,partner,37,desktop
u_00225,user225@example.com,2025-02-13 00:00,FR,mobile,63,mobile
u_00637,user637@example.com,2024-06-19,IT,web,39,desktop
u_00052,user52@example.com,2024/08/17 00:00:00,FR,web,55,desktop
u_00765,user765@example.com,2024-06-16 00:00,NL,mobile,22,mobile
u_00243,user243@example.com,2025-01-13 00:00,FR,mobile,38,desktop
u_00076,user76@example.com,2025/08/31 00:00:00,FR,referral,52,tablet
u_00220,user220@example.com,2025/01/03 00:00:00,UK,web,51,mobile
u_00223,user223@example.com,2024-05-01,IT,partner,53,desktop
u_00484,user484@example.com,2024/03/20 00:00:00,FR,mobile,57,desktop
u_00453,user453@example.com,2025-05-27 00:00,IT,web,55,desktop
u_00726,user726@example.com,13-12-2025 00:00,FR,web,23,tablet
u_00320,user320@example.com,2024-03-28T00:00:00Z,NL,referral,19,tablet
u_00614,user614@example.com,2025-07-13T00:00:00Z,NL,partner,64,desktop
u_00554,user554@example.com,2025-07-08T00:00:00Z,ES,web,42,mobile
u_00490,user490@example.com,2024/08/08 00:00:00,UK,mobile,33,desktop
u_00005,user5@example.com,30/11/2024,FR,web,53,desktop
u_00283,user283@example.com,2024-06-01,FR,referral,18,desktop
u_00007,user7@example.com,2025-04-07,DE,mobile,42,tablet
u_00493,user493@example.com,2025-11-16,IT,mobile,35,mobile
u_00249,user249@example.com,2024-12-04 00:00,UK,referral,33,desktop
u_00435,user435@example.com,2025-09-18 00:00,FR,web,37,desktop
u_00016,user16@example.com,2024/08/23 00:00:00,FR,referral,33,desktop
u_00499,user499@example.com,2024-07-07,UK,mobile,26,desktop
u_00566,user566@example.com,2024-10-20T00:00:00Z,IT,web,25,desktop
u_00094,user94@example.com,2025/10/01 00:00:00,UK,web,20,mobile
u_00319,user319@example.com,2024-10-03,FR,web,63,mobile
u_00458,user458@example.com,2024-12-06T00:00:00Z,UK,referral,33,desktop
u_00057,user57@example.com,2024-06-04 00:00,UK,mobile,61,desktop
u_00428,user428@example.com,2024-09-19T00:00:00Z,ES,web,58,desktop
u_00718,user718@example.com,2024/03/27 00:00:00,FR,partner,53,mobile
u_00035,user35@example.com,26/07/2024,UK,mobile,68,tablet
u_00719,user719@example.com,26/03/2025,IT,web,47,desktop
u_00171,user171@example.com,2025-07-13 00:00,FR,web,62,mobile
u_00755,user755@example.com,18/08/2024,IT,web,46,desktop
u_00187,user187@example.com,2024-11-01,UK,web,68,desktop
u_00011,user11@example.com,26/08/2025,UK,web,28,desktop
u_00086,user86@example.com,2025-04-18T00:00:00Z,FR,web,28,desktop
u_00562,user562@example.com,2025/10/10 00:00:00,FR,web,59,desktop
u_00694,user694@example.com,2024/08/20 00:00:00,FR,mobile,28,desktop
u_00326,user326@example.com,2026-01-16T00:00:00Z,IT,mobile,56,desktop
u_00302,user302@example.com,2025-12-04T00:00:00Z,FR,web,46,desktop
u_00116,user116@example.com,2025-04-23T00:00:00Z,ES,partner,23,mobile
u_00732,user732@example.com,25-09-2024 00:00,FR,web,67,desktop
u_00190,user190@example.com,2024/01/29 00:00:00,FR,mobile,63,desktop
u_00117,user117@example.com,2025-10-28 00:00,DE,web,23,desktop
u_00785,user785@example.com,21/09/2025,NL,mobile,41,desktop
u_00658,user658@example.com,2024/09/26 00:00:00,FR,web,38,mobile
u_00058,user58@example.com,2024/06/18 00:00:00,UK,referral,50,mobile
u_00354,user354@example.com,25-10-2024 00:00,UK,web,54,tablet
u_00469,user469@example.com,2025-12-07,FR,web,54,desktop
u_00397,user397@example.com,2024-05-15,ES,web,66,desktop
u_00487,user487@example.com,2025-04-12,UK,web,32,desktop
u_00258,user258@example.com,16-06-2025 00:00,FR,web,61,desktop
u_00260,user260@example.com,2024-09-20T00:00:00Z,UK,mobile,50,desktop
u_00592,user592@example.com,2026/02/28 00:00:00,UK,referral,26,mobile
u_00337,user337@example.com,2025-11-30,FR,web,41,desktop
u_00510,user510@example.com,26-11-2024 00:00,FR,partner,41,desktop
u_00126,user126@example.com,24-07-2025 00:00,UK,web,22,desktop
u_00464,user464@example.com,2026-02-14T00:00:00Z,FR,partner,43,desktop
u_00358,user358@example.com,2024/09/04 00:00:00,DE,web,24,desktop
u_00367,user367@example.com,2024-09-03,DE,referral,55,mobile
u_00047,user47@example.com,26/04/2024,UK,web,61,desktop
u_00257,user257@example.com,19/03/2025,DE,referral,67,desktop
u_00107,user107@example.com,09/05/2025,UK,web,32,desktop
u_00318,user318@example.com,19-09-2025 00:00,IT,mobile,42,mobile
u_00742,user742@example.com,2024/01/29 00:00:00,FR,web,26,desktop
u_00328,user328@example.com,2024/12/14 00:00:00,UK,mobile,44,mobile
u_00483,user483@example.com,2025-09-28 00:00,UK,web,60,mobile
u_00627,user627@example.com,2024-12-11 00:00,DE,web,61,mobile
u_00581,user581@example.com,26/05/2025,UK,web,26,mobile
u_00511,user511@example.com,2024-05-07,FR,web,65,desktop
u_00593,user593@example.com,05/09/2025,FR,web,59,mobile
u_00539,user539@example.com,13/02/2026,FR,referral,38,mobile
u_00515,user515@example.com,29/10/2025,FR,web,39,desktop
u_00048,user48@example.com,23-02-2024 00:00,FR,mobile,23,mobile
u_00158,user158@example.com,2025-02-03T00:00:00Z,IT,web,37,tablet
u_00576,user576@example.com,05-04-2025 00:00,UK,web,52,mobile
u_00620,user620@example.com,2024-03-09T00:00:00Z,FR,partner,51,desktop
u_00446,user446@example.com,2025-03-19T00:00:00Z,IT,web,29,desktop
u_00235,user235@example.com,2025-09-13,NL,web,19,desktop
u_00685,user685@example.com,2025-03-26,IT,mobile,45,desktop
u_00674,user674@example.com,2024-05-25T00:00:00Z,IT,web,27,mobile
